Institution Name,Category,Name of Financial Institution,Instituition Type,Categorization,Old Name,Date of New Name,Street Address,Area,State,Telephone Number(s),Website,Email,Fax,PostalAddress,country,Ownership Type,Other Information,Date Licensed
LAVENDER,Micro-finance Banks,,,,,,,,,,,,,,,,,
LAWYERS MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
LAYELU MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
LEADCITY MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
LEGACY MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
LEGEND MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
LETSHEGO MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
LEVITE MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
LIFEGATE MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
LIGHT MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
LINKS MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
LIVING SPRING MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
LOBREM MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
LOVONUS MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
M & M MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
MAB ALLIANZ MFB LTD,Micro-finance Banks,,,,,,,,,,,,,,,,,
MACROD MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
MADELYN MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
MADOBI MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
MAGAJIN-GIRI MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
MAGNET MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
MAIGATARI MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
MAIN TRUST MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
MAINLAND MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
MAINSTREET MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
MALACHY MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
MAPOLY MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
MARITIME MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
MATAZU MFB LTD,Micro-finance Banks,,,,,,,,,,,,,,,,,
MAXITRUST MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
MBAITOLI MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
MBAWULU MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
MEGA MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
MEGAPRAISE MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
MEMENTO MFB LTD,Micro-finance Banks,,,,,,,,,,,,,,,,,
MEMPHIS MICROFINANCE BANK LIMITED,Micro-finance Banks,,,,,,,,,,,,,,,,,
MERCHANT MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
MERIDIAN MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
MGBIDI MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
MICHEAL OKPARA UNIVERSITY MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
MICROVIS MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
MIDLAND MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
MINJI-SE CHURCHILL MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
MINJIBIR MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
MKOBO MFB LTD,Micro-finance Banks,,,,,,,,,,,,,,,,,
MODEL MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
MODIYA YEKOKPE MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
MOLUSI MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
MONARCH MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
MONEYTRONICS MFB (Formerly Ipodo-Ikeja MFB),Micro-finance Banks,,,,,,,,,,,,,,,,,
Moneytrust MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
MOYOFADE MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
MOZFIN MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
MULTIVEST MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
MUTUAL BENEFIT MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
MUTUAL TRUST MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
MWAGHAVUL MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
NAGARTA MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
NAISA MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
NAKOWA MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
NAMODA MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
NASARAWA MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
NDIOLU MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
NDIORAH MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
NENZIT MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
NEPTUNE MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
NEW DAWN MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
NEW ERA MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
NEW GOLDEN PASTURES MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
NEW WOMEN'S MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
NGBO MFB LTD,Micro-finance Banks,,,,,,,,,,,,,,,,,
NICE MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
NIGERIAN NAVY MFB LTD,Micro-finance Banks,,,,,,,,,,,,,,,,,
NIGERIAN PRISONS MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
NINGI MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
NIRSAL MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
NKPA MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
NKPOLOGWU MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
NKPOLU-UST MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
NNOKWA MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
NOBLE MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
NOMASE MICROFINANCE BANK LTD,Micro-finance Banks,,,,,,,,,,,,,,,,,
NOUN MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
NOVEL MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
NPF MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
NRI MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
NSU MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
NSUK MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
NSUKKA TOWNSHIP MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
NUGGETS MFB,Micro-finance Banks,NUGGETS MFB,MicroFinance Bank,TIER 2 UNIT,-,01/01/1900,"NO.15, SULAIMON SHODERU STREET, POWER LINE ROAD, IKORODU, LAGOS",IKORODU LAGOS,LAG,08025017757,-,-,-,"NO.15, SULAIMON SHODERU STREET, POWER LINE ROAD, IKORODU, LAGOS",NGN,Domestic,-,14/07/2022
NUMO MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
NUN MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
NUT OKEBOLA MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
NWANNEGADI MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
OAKLAND MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
OBA MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
OBAFEMI AWOLOWO UNIVERSITY MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
OBELEDU MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
OBODOUKWU MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
OBOKUN MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
OBOLLO MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
OCHE MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
OCON SUCCESS MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
OCTOPUS MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
ODOAKPU MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
ODU MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
OGBERURU MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
OGBETE MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
OGBOEFERE MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
OGIGE MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
OGIYAN MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
OHAFIA MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
OHHA MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
OJOKORO MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
OKE- ARO OREDEGBE MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
OKEAGBE MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
OKENGWE MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
OKO MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
OKPE MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
OKPOFE MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
OKPOGA MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
OKUKU MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
OKUTA MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
OKWO-OHA MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
OLABISI ONABANJO UNIVERSITY MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
OLIVE MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
OLOWOLAGBA MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
OLU-BASIRI MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
OLUCHUKWU MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
OMAK MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
OMIYE MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
OMUMA MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
ONIBU-ORE MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
ORAUKWU MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
ORILONISE MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
ORISUN MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
ORITA BASORUN MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
OROKAM MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
ORSU MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
OSANTA MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
OSCT MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
OSI MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
OSOMHE MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
OSPOLY MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
OSUMENYI MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
OTUO MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
OURS MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
OWOTUTU MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
OYAN MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
PALMCOAST MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
PALMERA MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
PANA MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
PARKWAY MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
PATHFINDER MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
PATRICKGOLD MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
PEACE MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
PECAN TRUST MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
PENINSULA MFB LTD,Micro-finance Banks,,,,,,,,,,,,,,,,,
PENNYWISE MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
PENTECOST MFB LTD,Micro-finance Banks,,,,,,,,,,,,,,,,,
PERSONAL TRUST MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
PETRA MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
PHOENIX MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
PILLAR MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
Pointone Microfinance Bank,Micro-finance Banks,Pointone Microfinance Bank,MicroFinance Institutions,TIER 2 UNIT,-,01/01/1900,"No 23, Odozie Street, Ojodu Abiodun, Lagos State",Lagos,LAGOS,+2348038508326,-,-,-,-,NGN,Domestic,-,07/09/2024
POLYBADAN MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
POLYUNWANNA MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
PREEMINENT MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
PRESTIGE MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
PRISCO MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
PRISTINE DIVITIS MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
PROJECTS MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
PROSPECTS MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
PROSPERITY MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
PRUDENT MFB,Micro-finance Banks,PRUDENT MFB,MicroFinance Bank,TIER 2 UNIT,-,01/01/1900,"PLOT NO. MF-03A, SAUKA VILLAGE EXTENSION, KUJE ABUJA",KUJE ABUJA,ABU,08053363289,-,-,-,"PLOT NO. MF-03A, SAUKA VILLAGE EXTENSION, KUJE ABUJA",NGN,Domestic,-,28/11/2022
PYRAMID MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
QUBE MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
QUICKFUND MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
RAHAMA MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
RAKIB MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
RAMILOWO MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
RANDALPHA,Micro-finance Banks,,,,,,,,,,,,,,,,,
RANO MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
REFINED BENEFITS MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
REGENT MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
REHOBOTH MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
RELIANCE MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
RENMONEY MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
REPHIDIM MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
RIC MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
RICHWAY MFB LTD.,Micro-finance Banks,,,,,,,,,,,,,,,,,
RIGO MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
RIMA GROWTH PATHWAY MFB LTD,Micro-finance Banks,,,,,,,,,,,,,,,,,
RIMA MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
RIMIN GADO MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
RIVERSIDE MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
ROCKSHIELD MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
ROLEZ MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
ROYAL BLUE MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
ROYAL EXCHANGE MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
ROYAL LIFE KEY MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
ROYAL MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
RUBIES MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
SABI MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
SABON YELWA MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
SABUWA MFB LTD,Micro-finance Banks,,,,,,,,,,,,,,,,,
SAFANA MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
SAFE HAVEN MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
SAFEGATE MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
SAFELINE MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
SAGAMU MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
SANDAMU MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
SAPIDA MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
SARKIN KUDU MFB LTD,Micro-finance Banks,,,,,,,,,,,,,,,,,
SEAP MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
SEEDVEST MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
SENCHI MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
Shalom MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
SHANONO MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
SHEPHERD TRUST MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
SHIELD MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
SHONGOM MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
SINCERE MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
SLS MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
SMARTMICRO MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
SNOW MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
SOLID ALLIANZ MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
SOLID ROCK MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
Solid Trust MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
SOROMAN MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
SOURCE MICROFINANCE BANK LIMITED,Micro-finance Banks,SOURCE MICROFINANCE BANK LIMITED,MicroFinance Bank,TIER 1 UNIT,-,01/01/1900,"169 Ipaja Road, Agege, Lagos",Agege,LAGOS,09060804244,-,-,-,-,NGN,Domestic,-,03/23/2023
SPARKLE MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
SPECTRUM MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
STANDARD MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
STANFORD MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
STATESIDE MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
STELLAS MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
STEP BY STEP MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
STILLWATERS MFB LTD,Micro-finance Banks,,,,,,,,,,,,,,,,,
STOCKCORP MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
SULSPAP MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
SUMAILA MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
SUNBEAM MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
Suntop Microfinance Bank,Micro-finance Banks,Suntop Microfinance Bank,MicroFinance Bank,TIER 1 UNIT,Azabe Zinariya MFB,01/02/2008,"PHASE 2, ULTRA MODERN MARKET, WESTERN RESERVOIR ROAD, ILORIN KWARA STATE",Ilorin,KWA,-,-,-,-,"PHASE 2, ULTRA MODERN MARKET, WESTERN RESERVOIR ROAD, ILORIN KWARA STATE",NGN,Domestic,-,2/1/2008
SUPPORT MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
SUPREME MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
SURE ANCHOR MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
TANADI MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
TANGALE MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
Tangerine Money Microfinance Bank,Micro-finance Banks,,,,,,,,,,,,,,,,,
TASUED MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
TCF MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
TF MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
The Millennium MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
TOFA MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
TOP RATE MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
TOPCLASS MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
TOTAL TRUST MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
TOUCHGOLD MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
TOWNSERVE MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
TREASURES MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
TRIDENT MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
TRIPPLE A MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
TRIUMPHANT MICROFINANCE BANK LIMITED,Micro-finance Banks,TRIUMPHANT MICROFINANCE BANK LIMITED,MicroFinance Bank,TIER 2 UNIT,-,01/01/1900,"Suit A8-A10 Bethany Plaza Odenigbo Road, Nsukka, Enugu State",Enugu,ENUGU,07048748297,-,-,-,-,NGN,Domestic,-,05/28/2024
TRUST MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
TRUSTBANC J6,Micro-finance Banks,,,,,,,,,,,,,,,,,
TRUSTFUND MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
TSANYAWA MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
TUDUNWADA MFB LTD,Micro-finance Banks,,,,,,,,,,,,,,,,,
U & C MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
UCB MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
UDA MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
UDOKA MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
UGA MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
UGBORIMILI MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
UHURU MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
UKPOR MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
UKWALA MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
ULTIMATE MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
UMMAH MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
UMUAWULU MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
UMUCHINEMERE PROCREDIT MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
UMUCHUKWU MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
UMUNNACHI MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
UMUOJI MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
UMYU Microfinance Bank Limited,Micro-finance Banks,,,,,,,,,,,,,,,,,
UNAAB MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
UNGOGO MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
UNIBADAN MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
UNICAL MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
UNIFUND MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
UNILAG MFB LTD,Micro-finance Banks,,,,,,,,,,,,,,,,,
UNILORIN MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
UNIMAID MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
UNITED CAPITAL MFB,Micro-finance Banks,UNITED CAPITAL MFB,MicroFinance Bank,TIER 1 UNIT,-,01/01/1900,"3rd & 4th FLOORS AFRILAND TOWERS, 97/105 BROAD STREET, LAGOS",LAGOS,LAG,07000468378,-,-,-,"3rd & 4th FLOORS AFRILAND TOWERS, 97/105 BROAD STREET, LAGOS",NGN,Domestic,-,04/07/2022
UNIUYO MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
UNIVERSITY OF BENIN MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
UNN MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
UNUBI MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
URBAN MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
URE MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
UTAKO MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
UTUH MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
UVUOMA MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
UVURU MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
UZONDU MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
VCL MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
VFD MFB LTD,Micro-finance Banks,,,,,,,,,,,,,,,,,
VICTORY MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
VISA MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
VISCOUNT MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
WAILA MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
Wallet Microfinance Bank,Micro-finance Banks,Wallet Microfinance Bank,MicroFinance Bank,TIER 2 UNIT,-,01/01/1900,"Suite 312-314C Royal Plaza, Opposite Mararaba Building Materials Market, Mararaba Karu LGA, Nasarawa State.",Karu,NASARAWA,07061420023,-,-,-,-,NGN,Domestic,-,11/25/2024
WAYA MFB,Micro-finance Banks,WAYA MFB,MicroFinance Bank,TIER 2 UNIT,-,01/01/1900,"PLOT 7, KANO CRESCENT, AGBARA ADA-ODO, OTA LGA, OGUN STATE",OGUN STATE,OGU,09063059889,-,-,-,"PLOT 7, KANO CRESCENT, AGBARA ADA-ODO, OTA LGA, OGUN STATE",NGN,Domestic,-,20/10/2022
WELFARE MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
WETLAND MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
WOLIWO MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
WOMEN DEVELOPMENT MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
WRA MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
WUDIL MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
XSLNCE MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
YABO MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
Yankari MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
YAURI EMIRATES MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
YCT Microfinance Bank,Micro-finance Banks,,,,,,,,,,,,,,,,,
YENENG MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
YES MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
YOBE STATE MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
ZAFEC MFB LTD,Micro-finance Banks,,,,,,,,,,,,,,,,,
ZAZZAU MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
ZEFA MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
ZIKORA MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
ZION MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
ZURMI MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
ZURU MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
